Document ID,Document Received Date,Invoice Status,Invoice Type,Invoice Number,Invoice Date,PO Number,Currency,Tax Amount,Invoice Amount,Supplier Name,Bill To
DOC_0000000155,05/29/2025 16:25,Partially Extracted,Non-PO Invoice,31919,04/28/2025,,USD,233.06,2291.42,"santana, smith and wheeler",Optimize dot-com web services department herrera-brown
DOC_0000000156,06/17/2025 17:47,Partially Extracted,PO Invoice,30813,07/16/2025,,EUR,69.93,2302.34,williams and sons,"Iterate wireless partnerships department stanley, tran and pruitt"
DOC_0000000157,05/21/2025 07:28,Extracted,Non-PO Invoice,39122,05/31/2025,,EUR,202.7,3160.65,"martinez, mccullough and duran",Incubate impactful synergies department vargas plc
DOC_0000000158,06/05/2025 15:46,Failed,PO Invoice,30845,05/02/2025,755043048.0,INR,14.29,4235.41,"graham, cochran and chambers",Target magnetic channels department price llc
DOC_0000000159,07/04/2025 16:27,Failed,Non-PO Invoice,39461,05/19/2025,755043121.0,USD,108.46,1562.14,"sullivan, smith and singleton",Facilitate user-centric paradigms department park-ritter
DOC_0000000160,07/01/2025 10:28,Extracted,PO Invoice,34527,05/17/2025,,EUR,224.79,259.69,reynolds plc,Leverage dynamic supply-chains department pearson-rogers
DOC_0000000161,06/11/2025 08:49,Failed,Non-PO Invoice,34406,06/19/2025,755043370.0,EUR,442.65,2040.53,cameron and sons,Engineer bricks-and-clicks architectures department henderson-martin
DOC_0000000162,07/11/2025 18:34,Partially Extracted,PO Invoice,34718,06/30/2025,755043546.0,USD,100.81,4757.97,miller-gonzales,"Utilize clicks-and-mortar platforms department rodriguez, robinson and crawford"
DOC_0000000163,06/09/2025 13:40,Partially Extracted,Non-PO Invoice,37299,07/08/2025,755043564.0,INR,395.11,2322.54,cole-jones,Leverage extensible markets department murray and sons
DOC_0000000164,05/01/2025 01:16,Partially Extracted,PO Invoice,32324,05/23/2025,755043242.0,MYR,67.29,3110.76,gonzalez plc,"Redefine one-to-one platforms department lester, barker and smith"
DOC_0000000165,06/28/2025 15:57,Partially Extracted,PO Invoice,38873,06/27/2025,,INR,339.64,2257.42,"mccarty, pearson and kelly",Envisioneer back-end e-business department payne-welch
DOC_0000000166,05/11/2025 15:43,Extracted,Non-PO Invoice,35333,06/01/2025,755043689.0,USD,44.62,3753.31,"reilly, brown and jensen",Enable mission-critical roi department larson inc
DOC_0000000167,06/02/2025 01:05,Extracted,Non-PO Invoice,30494,06/04/2025,755043142.0,USD,156.91,3706.03,"lawson, gutierrez and preston",Leverage extensible communities department west-brown
DOC_0000000168,07/08/2025 04:22,Failed,PO Invoice,38202,07/10/2025,755043284.0,MYR,247.48,4111.29,jones-evans,Cultivate magnetic mindshare department george plc
DOC_0000000169,07/03/2025 17:10,Partially Extracted,Non-PO Invoice,38692,07/14/2025,,EUR,39.63,1740.65,cox and sons,"Reinvent robust infrastructures department hernandez, johnson and marsh"
DOC_0000000170,07/13/2025 22:10,Failed,Non-PO Invoice,33154,04/27/2025,755043967.0,INR,322.91,3745.43,wood-stevens,"Facilitate magnetic portals department bell, barrett and harris"
DOC_0000000171,07/13/2025 02:45,Extracted,PO Invoice,32599,05/24/2025,755043417.0,MYR,489.16,1292.4,pearson-gibson,Facilitate one-to-one paradigms department owen-porter
DOC_0000000172,06/30/2025 01:50,Failed,Non-PO Invoice,39268,06/03/2025,,EUR,413.59,3998.36,nguyen group,"Re-intermediate open-source functionalities department griffin, heath and green"
DOC_0000000173,04/26/2025 13:45,Failed,PO Invoice,32889,05/30/2025,,INR,82.65,4158.41,garcia inc,"Visualize one-to-one channels department aguirre, ibarra and brown"
DOC_0000000174,06/25/2025 16:18,Failed,Non-PO Invoice,32480,05/22/2025,,EUR,424.51,2457.45,rodriguez-woodard,"Incubate intuitive initiatives department jones, olson and torres"
DOC_0000000175,06/04/2025 10:10,Partially Extracted,PO Invoice,37322,06/10/2025,,EUR,494.3,3236.82,nelson group,Morph seamless applications department hernandez-bishop
DOC_0000000176,05/06/2025 16:46,Extracted,Non-PO Invoice,34249,05/29/2025,,EUR,4.4,1152.9,rose-hayden,Grow strategic synergies department anderson group
DOC_0000000177,04/25/2025 01:40,Extracted,Non-PO Invoice,38791,06/06/2025,,INR,3.76,495.76,gonzalez-silva,Evolve plug-and-play action-items department mosley llc
DOC_0000000178,05/24/2025 01:38,Failed,Non-PO Invoice,31572,05/12/2025,,INR,449.13,708.87,"thomas, stevens and fry","Innovate world-class deliverables department baker, harrison and dominguez"
DOC_0000000179,07/12/2025 22:06,Partially Extracted,PO Invoice,38138,06/23/2025,,INR,64.63,3183.0,washington-morton,Brand interactive niches department kim-spencer
DOC_0000000180,06/24/2025 16:15,Partially Extracted,Non-PO Invoice,35624,06/26/2025,,USD,293.48,4499.43,"smith, sutton and fletcher","Transition sticky functionalities department sims, chaney and dillon"
DOC_0000000181,04/28/2025 14:56,Partially Extracted,PO Invoice,31527,06/25/2025,,INR,105.94,3759.1,sloan-rice,"Incubate visionary communities department fleming, perry and miller"
DOC_0000000182,05/31/2025 18:59,Failed,PO Invoice,33290,04/24/2025,755043332.0,MYR,339.9,3364.78,"benson, flowers and johnson","Enable dynamic technologies department garza, martin and dyer"
DOC_0000000183,05/24/2025 07:08,Failed,PO Invoice,37445,06/06/2025,,EUR,108.23,4876.55,monroe-gilmore,"Re-contextualize collaborative content department martinez, watkins and walker"
DOC_0000000184,07/15/2025 17:59,Partially Extracted,Non-PO Invoice,34625,07/10/2025,755043574.0,USD,46.22,1475.96,jones ltd,Incubate cross-platform portals department farrell-henry
DOC_0000000185,07/03/2025 16:33,Failed,Non-PO Invoice,35185,06/16/2025,755043681.0,USD,404.46,2611.46,"delgado, burch and mata",E-enable revolutionary solutions department rios-peters
DOC_0000000186,04/24/2025 09:37,Extracted,Non-PO Invoice,34353,05/24/2025,755043732.0,MYR,452.74,859.63,fisher-armstrong,"Seize back-end functionalities department bradley, potter and armstrong"
DOC_0000000187,04/19/2025 17:45,Partially Extracted,PO Invoice,33370,05/11/2025,755043067.0,USD,73.42,2982.04,moore inc,Harness 24/365 infrastructures department sanders group
DOC_0000000188,06/20/2025 22:06,Extracted,PO Invoice,37981,04/26/2025,,EUR,242.59,1385.91,carter-harrison,Engineer extensible users department yates inc
DOC_0000000189,06/19/2025 17:37,Failed,Non-PO Invoice,30172,04/25/2025,,USD,409.3,2889.45,fowler group,Synthesize integrated e-commerce department roberts group
DOC_0000000190,05/03/2025 01:52,Extracted,PO Invoice,34753,04/19/2025,,INR,495.85,2752.62,chandler-craig,"Engineer innovative e-business department duncan, myers and martinez"
DOC_0000000191,05/29/2025 14:39,Failed,Non-PO Invoice,32953,05/17/2025,,MYR,422.93,2482.1,hodges-harrison,Visualize real-time platforms department robinson group
DOC_0000000192,05/13/2025 01:31,Extracted,PO Invoice,36641,05/06/2025,,MYR,62.7,487.59,"wood, evans and burns",Visualize turn-key roi department simmons inc
DOC_0000000193,05/01/2025 15:29,Extracted,Non-PO Invoice,33839,07/13/2025,,INR,432.78,4978.49,"mejia, hall and stephens","Productize seamless action-items department mccarthy, rivas and davis"
DOC_0000000194,07/02/2025 14:07,Failed,Non-PO Invoice,37879,07/07/2025,755043859.0,INR,247.2,1329.63,"hogan, ramirez and dunn","Matrix scalable initiatives department english, roberts and davis"
DOC_0000000195,07/09/2025 04:55,Failed,Non-PO Invoice,34665,06/11/2025,,USD,63.43,1072.22,hines and sons,"Maximize wireless experiences department moore, johnson and hubbard"
DOC_0000000196,04/21/2025 22:03,Extracted,Non-PO Invoice,36879,06/07/2025,,USD,304.9,1912.42,williams inc,Incubate front-end experiences department adams group
DOC_0000000197,05/30/2025 03:36,Extracted,Non-PO Invoice,39259,07/15/2025,755043489.0,INR,275.25,1916.64,"matthews, young and adams",Repurpose turn-key networks department harper and sons
DOC_0000000198,05/09/2025 09:31,Partially Extracted,Non-PO Invoice,33954,05/30/2025,755043261.0,USD,462.7,1126.55,gordon-evans,"Incubate cutting-edge functionalities department newman, oneal and curry"
DOC_0000000199,06/23/2025 19:00,Partially Extracted,PO Invoice,39317,07/15/2025,,INR,20.68,2290.23,solis-myers,Repurpose 24/7 deliverables department santos plc
DOC_0000000200,07/08/2025 21:36,Failed,PO Invoice,32257,07/11/2025,755043797.0,EUR,77.21,2471.84,"sanders, kirby and hart",Synergize cross-platform portals department thompson llc
DOC_0000000201,07/04/2025 06:53,Extracted,Non-PO Invoice,30269,06/26/2025,,MYR,22.78,1964.87,mccarty-mathis,Evolve real-time e-business department chan-huerta
DOC_0000000202,06/17/2025 21:52,Failed,PO Invoice,32279,05/02/2025,755043404.0,EUR,278.37,1258.7,aguilar-harris,Matrix proactive web-readiness department gibson-greene
DOC_0000000203,06/19/2025 10:34,Failed,Non-PO Invoice,32664,05/07/2025,,EUR,432.54,919.48,preston-bradley,Scale sticky e-services department mosley-price
DOC_0000000204,05/02/2025 04:49,Partially Extracted,PO Invoice,38112,07/09/2025,,MYR,155.98,2780.13,owens plc,Extend extensible functionalities department young-mccarthy
DOC_0000000205,06/14/2025 10:08,Failed,PO Invoice,34364,04/18/2025,755043815.0,USD,461.28,1500.33,sparks llc,Benchmark collaborative methodologies department williams-warren
DOC_0000000206,07/02/2025 21:00,Partially Extracted,PO Invoice,35915,05/26/2025,,EUR,180.57,3698.88,munoz-davis,Facilitate virtual e-markets department jackson-cardenas
DOC_0000000207,05/01/2025 22:06,Extracted,PO Invoice,34637,07/12/2025,,USD,199.96,2232.89,turner inc,Enable bricks-and-clicks deliverables department martinez inc
DOC_0000000208,07/05/2025 17:01,Extracted,Non-PO Invoice,34823,05/29/2025,755043938.0,MYR,165.47,3007.09,"castillo, sutton and lloyd","Exploit distributed info-mediaries department bray, wagner and bender"
DOC_0000000209,06/14/2025 22:49,Extracted,PO Invoice,39017,06/11/2025,,MYR,3.48,1191.76,"green, hayes and cole",Deploy bricks-and-clicks communities department harris-stephens
DOC_0000000210,07/03/2025 19:13,Extracted,PO Invoice,35932,04/20/2025,755043092.0,MYR,388.37,4836.38,thornton-johnson,Utilize b2c supply-chains department gardner llc
DOC_0000000211,04/30/2025 04:35,Partially Extracted,PO Invoice,35387,05/21/2025,755043982.0,EUR,71.21,4668.5,"cruz, bowman and munoz",Harness next-generation niches department chavez-cain
DOC_0000000212,05/10/2025 14:10,Partially Extracted,PO Invoice,33037,06/01/2025,755043824.0,USD,72.01,2660.43,atkinson-pugh,"Implement robust experiences department scott, brown and harper"
DOC_0000000213,04/26/2025 06:44,Extracted,PO Invoice,32187,07/11/2025,,USD,120.47,2913.6,gregory plc,Incentivize dynamic technologies department rios-gomez
DOC_0000000214,07/09/2025 17:41,Partially Extracted,Non-PO Invoice,34341,06/07/2025,,INR,456.51,513.32,"johnson, long and brock",Aggregate dot-com mindshare department pena-robertson
DOC_0000000215,07/09/2025 10:36,Partially Extracted,PO Invoice,30905,05/29/2025,755043695.0,MYR,308.49,2828.65,"horn, jones and bell",Syndicate plug-and-play paradigms department johnson and sons
DOC_0000000216,05/03/2025 21:12,Extracted,Non-PO Invoice,31735,06/16/2025,755043923.0,INR,247.05,4599.88,"nelson, rice and duffy",Scale b2b web services department george group
DOC_0000000217,06/01/2025 20:41,Partially Extracted,Non-PO Invoice,38957,05/08/2025,755043438.0,USD,394.39,3253.29,fernandez group,Re-intermediate vertical functionalities department newman inc
DOC_0000000218,07/06/2025 05:15,Extracted,PO Invoice,38752,05/10/2025,,MYR,175.59,4131.71,"armstrong, rivers and nguyen",Leverage robust experiences department simpson and sons
DOC_0000000219,04/28/2025 16:56,Partially Extracted,PO Invoice,35347,06/03/2025,755043550.0,INR,27.55,933.85,crawford llc,Streamline rich platforms department martinez group
DOC_0000000220,06/21/2025 09:12,Partially Extracted,PO Invoice,35200,05/12/2025,755043693.0,MYR,351.51,4853.66,austin-watson,"Evolve holistic e-markets department gonzalez, johnson and oconnor"
DOC_0000000221,05/08/2025 01:00,Failed,PO Invoice,37081,06/19/2025,755043608.0,USD,281.23,1789.66,faulkner-swanson,Expedite frictionless e-markets department bond-hanna
DOC_0000000222,05/27/2025 15:52,Failed,Non-PO Invoice,32798,06/19/2025,,USD,116.97,608.02,lewis group,Redefine turn-key experiences department ortiz group
DOC_0000000223,04/25/2025 11:16,Partially Extracted,PO Invoice,36638,04/26/2025,755043509.0,EUR,345.25,3288.94,west ltd,Engineer 24/7 e-tailers department costa-rose
DOC_0000000224,07/14/2025 20:41,Failed,Non-PO Invoice,31176,05/23/2025,,EUR,449.27,2590.6,"torres, wilson and cross",Aggregate turn-key users department case-le
DOC_0000000225,06/28/2025 01:42,Partially Extracted,Non-PO Invoice,37338,06/06/2025,755043194.0,EUR,460.11,2841.93,"diaz, brown and daniels",Exploit plug-and-play networks department bennett-stanley
DOC_0000000226,06/30/2025 08:34,Extracted,PO Invoice,37342,05/07/2025,,USD,380.0,3485.6,bryant plc,"Deliver mission-critical deliverables department benton, chavez and hardin"
DOC_0000000227,06/10/2025 22:51,Extracted,Non-PO Invoice,38268,06/15/2025,755043652.0,EUR,236.61,2998.63,"francis, steele and gibson",Synergize vertical systems department lopez ltd
DOC_0000000228,07/03/2025 00:50,Partially Extracted,PO Invoice,32313,07/07/2025,,MYR,128.37,1797.73,warren plc,"Maximize real-time channels department hughes, wood and cardenas"
DOC_0000000229,05/29/2025 14:15,Failed,PO Invoice,37838,04/29/2025,,USD,189.29,2734.92,"jacobs, king and martinez",Enable granular portals department gray-boyd
DOC_0000000230,04/30/2025 01:53,Partially Extracted,Non-PO Invoice,33625,06/01/2025,,MYR,114.9,1145.24,allen-jordan,Optimize end-to-end functionalities department rose-johnson
DOC_0000000231,05/19/2025 14:34,Extracted,PO Invoice,33373,07/07/2025,,INR,8.53,4844.51,"reed, jacobs and hull","Scale one-to-one technologies department kennedy, williams and velazquez"
DOC_0000000232,06/25/2025 10:42,Failed,Non-PO Invoice,34405,05/16/2025,,INR,295.05,2031.98,hayes llc,"Brand cross-platform bandwidth department henry, robinson and gray"
DOC_0000000233,04/23/2025 11:00,Extracted,Non-PO Invoice,33756,04/25/2025,755043342.0,EUR,79.84,4128.89,"evans, kim and welch",Repurpose turn-key communities department clark and sons
DOC_0000000234,05/02/2025 03:51,Partially Extracted,Non-PO Invoice,36044,05/20/2025,,MYR,341.37,529.34,"preston, freeman and cook",Grow vertical e-business department valenzuela llc
DOC_0000000235,06/26/2025 18:18,Failed,PO Invoice,39506,04/18/2025,755043379.0,MYR,407.56,4668.67,"taylor, duncan and schmitt",Exploit scalable info-mediaries department cole-nguyen
DOC_0000000236,07/15/2025 07:22,Failed,PO Invoice,33532,04/28/2025,,MYR,382.38,4497.01,martin plc,Benchmark open-source technologies department green plc
DOC_0000000237,04/27/2025 06:05,Failed,PO Invoice,30816,07/15/2025,,MYR,333.7,4860.37,"decker, russell and rogers",Scale out-of-the-box e-commerce department kirby-parker
DOC_0000000238,05/27/2025 01:42,Extracted,Non-PO Invoice,33054,05/02/2025,755043578.0,MYR,268.88,2030.59,banks-fisher,Expedite real-time solutions department keller ltd
DOC_0000000239,06/09/2025 22:46,Partially Extracted,Non-PO Invoice,37566,05/28/2025,755043118.0,INR,200.24,233.84,jones inc,Morph leading-edge infrastructures department leonard plc
DOC_0000000240,05/04/2025 17:30,Failed,PO Invoice,30468,07/13/2025,,USD,39.79,1544.85,wright-peterson,"Enhance rich interfaces department johnson, johnston and wilson"
DOC_0000000241,05/11/2025 05:01,Failed,Non-PO Invoice,35905,07/14/2025,755043834.0,INR,237.14,1606.33,rogers group,Exploit global roi department davis-williams
DOC_0000000242,07/09/2025 13:14,Failed,Non-PO Invoice,34349,07/12/2025,755043386.0,INR,251.98,327.5,"weiss, chapman and figueroa",Evolve ubiquitous networks department butler inc
DOC_0000000243,05/21/2025 06:02,Failed,PO Invoice,35311,06/15/2025,755043418.0,USD,193.65,1629.09,guerra inc,Embrace virtual action-items department huber-wright
DOC_0000000244,04/21/2025 12:57,Failed,Non-PO Invoice,35993,05/06/2025,755043740.0,MYR,132.44,976.91,adams group,"Visualize 24/7 mindshare department wang, medina and welch"
DOC_0000000245,06/21/2025 01:22,Partially Extracted,Non-PO Invoice,30449,06/14/2025,,EUR,492.94,348.61,harris-greene,Transform holistic technologies department lewis-nichols
DOC_0000000246,05/25/2025 03:03,Extracted,PO Invoice,37939,06/01/2025,,EUR,155.42,1494.65,higgins ltd,"Unleash sticky infrastructures department mejia, rivas and chen"
DOC_0000000247,05/30/2025 13:35,Failed,Non-PO Invoice,32359,07/06/2025,,INR,154.22,1622.59,cohen plc,Repurpose extensible e-tailers department phillips-english
DOC_0000000248,05/08/2025 17:50,Extracted,PO Invoice,37634,04/29/2025,,INR,83.66,3188.89,"fowler, simpson and allen",Exploit value-added roi department dean-robinson
DOC_0000000249,06/28/2025 07:13,Extracted,Non-PO Invoice,36000,05/16/2025,,USD,495.83,1925.41,"higgins, molina and kent",Envisioneer viral experiences department young plc
DOC_0000000250,05/19/2025 09:57,Extracted,PO Invoice,39364,05/21/2025,,INR,177.85,813.96,"berry, sheppard and jensen","Benchmark cross-platform architectures department green, fisher and maxwell"
DOC_0000000251,06/11/2025 13:17,Extracted,Non-PO Invoice,38220,05/13/2025,,USD,477.46,2598.28,lawson ltd,Innovate vertical roi department barnes and sons
DOC_0000000252,06/12/2025 11:04,Extracted,Non-PO Invoice,34231,05/06/2025,,EUR,230.46,1046.64,"marks, meadows and white",Morph interactive schemas department fletcher plc
DOC_0000000253,04/20/2025 13:17,Extracted,Non-PO Invoice,31350,06/25/2025,755043536.0,INR,112.49,3186.23,russo-mitchell,"Orchestrate real-time portals department jacobson, daniels and crawford"
DOC_0000000254,04/24/2025 10:17,Failed,Non-PO Invoice,33626,04/25/2025,755043206.0,USD,240.37,1455.99,"reyes, orr and daniels","Integrate global vortals department holmes, byrd and williams"
DOC_0000000255,05/31/2025 13:22,Failed,Non-PO Invoice,38161,04/19/2025,,EUR,280.61,1022.48,rodriguez llc,"Transition customized technologies department ferguson, graham and reilly"
DOC_0000000256,06/05/2025 20:44,Partially Extracted,Non-PO Invoice,34546,06/06/2025,,EUR,295.65,661.33,brady-klein,Incubate real-time networks department johnson ltd
DOC_0000000257,05/23/2025 10:46,Extracted,PO Invoice,37312,07/01/2025,755043111.0,MYR,355.49,629.42,"fletcher, collins and dean",Strategize clicks-and-mortar functionalities department moss and sons
DOC_0000000258,05/18/2025 05:22,Partially Extracted,Non-PO Invoice,38202,04/23/2025,755043696.0,INR,308.97,3905.88,nunez inc,Leverage bleeding-edge paradigms department norris-hunter
DOC_0000000259,06/29/2025 06:00,Failed,Non-PO Invoice,32499,07/05/2025,755043925.0,INR,381.57,1171.5,mathis inc,"Incentivize open-source e-services department silva, trevino and brown"
DOC_0000000260,04/29/2025 01:52,Extracted,PO Invoice,35811,05/04/2025,,USD,58.01,2102.72,"holmes, ford and parker",Reinvent dot-com infrastructures department duncan llc
DOC_0000000261,07/02/2025 17:57,Extracted,Non-PO Invoice,39999,06/18/2025,755043044.0,INR,68.31,224.43,ferrell-ellison,Exploit innovative architectures department watson-townsend
DOC_0000000262,05/11/2025 23:17,Failed,Non-PO Invoice,33927,05/20/2025,755043809.0,USD,353.93,3047.49,castillo plc,Reinvent ubiquitous relationships department blake llc
DOC_0000000263,04/20/2025 17:11,Extracted,Non-PO Invoice,31896,05/25/2025,,EUR,400.66,4337.63,shields group,"Extend out-of-the-box applications department west, brown and holt"
DOC_0000000264,04/21/2025 12:10,Partially Extracted,PO Invoice,30917,06/14/2025,,USD,257.79,2456.49,todd and sons,Extend virtual content department morales ltd
DOC_0000000265,06/08/2025 00:40,Failed,PO Invoice,30730,06/20/2025,,USD,167.8,2335.77,collins-smith,"Architect virtual convergence department norton, thornton and little"
DOC_0000000266,05/04/2025 04:22,Extracted,Non-PO Invoice,34561,07/14/2025,,MYR,429.61,4106.12,sullivan plc,Reinvent cutting-edge mindshare department baxter inc
DOC_0000000267,04/30/2025 04:46,Partially Extracted,Non-PO Invoice,31935,05/20/2025,755043411.0,INR,236.18,3975.68,clarke llc,Syndicate open-source web services department austin-burns
DOC_0000000268,05/17/2025 07:42,Extracted,PO Invoice,32305,05/23/2025,,INR,476.97,2476.67,mcclure-hammond,Transition clicks-and-mortar schemas department sloan-price
DOC_0000000269,06/15/2025 00:23,Extracted,PO Invoice,39666,04/27/2025,,USD,248.44,1908.13,"ford, maldonado and spencer","Seize one-to-one mindshare department pugh, perez and dean"
DOC_0000000270,05/08/2025 01:07,Extracted,PO Invoice,39181,06/27/2025,,USD,280.38,342.94,"carpenter, roberson and white",Deploy revolutionary action-items department moore plc
DOC_0000000271,05/20/2025 12:33,Partially Extracted,PO Invoice,34250,05/20/2025,755043050.0,EUR,38.57,1871.51,tran-dodson,"Integrate real-time experiences department arellano, bright and wood"
DOC_0000000272,05/08/2025 02:09,Extracted,PO Invoice,37531,05/28/2025,755043457.0,EUR,416.91,3122.32,barr-carr,"Orchestrate sticky vortals department reyes, lewis and blanchard"
DOC_0000000273,06/25/2025 01:49,Extracted,Non-PO Invoice,31987,06/05/2025,755043117.0,INR,43.48,2808.67,"mathews, stafford and contreras",Optimize robust deliverables department harris plc
DOC_0000000274,05/16/2025 07:45,Failed,PO Invoice,30886,07/10/2025,755043968.0,EUR,257.96,4361.83,garcia llc,Reinvent vertical methodologies department brown group
DOC_0000000275,04/23/2025 03:00,Extracted,PO Invoice,38105,07/09/2025,755043977.0,USD,327.11,2635.59,baldwin plc,Revolutionize holistic channels department sanders group
DOC_0000000276,07/02/2025 09:55,Partially Extracted,Non-PO Invoice,31158,06/04/2025,,USD,31.24,798.66,"shelton, lopez and craig",Re-contextualize seamless web-readiness department martinez-rodriguez
DOC_0000000277,04/19/2025 23:14,Failed,Non-PO Invoice,33961,04/20/2025,,USD,131.03,2613.11,benjamin ltd,Implement cutting-edge paradigms department hardin-allen
DOC_0000000278,05/10/2025 19:40,Extracted,Non-PO Invoice,39606,05/18/2025,,MYR,414.16,1531.23,olson inc,Evolve compelling channels department benson-jacobson
DOC_0000000279,07/13/2025 10:35,Extracted,Non-PO Invoice,35486,05/13/2025,755043550.0,INR,133.25,3272.36,"frost, walton and moore",Disintermediate turn-key functionalities department fleming llc
DOC_0000000280,04/23/2025 06:33,Partially Extracted,PO Invoice,36006,04/21/2025,755043848.0,EUR,38.17,3389.04,cox inc,Deploy out-of-the-box applications department moore-singh
DOC_0000000281,05/21/2025 22:36,Extracted,PO Invoice,37623,05/02/2025,755043970.0,EUR,28.99,1568.68,burns-morrow,Unleash integrated platforms department jones group
DOC_0000000282,07/14/2025 00:01,Extracted,Non-PO Invoice,30138,04/29/2025,,INR,319.51,4556.53,clay-gonzalez,"Seize magnetic mindshare department myers, johnston and hayes"
DOC_0000000283,06/21/2025 18:21,Extracted,Non-PO Invoice,35137,06/16/2025,,USD,317.77,723.86,"hart, jones and hawkins",Empower virtual synergies department snyder llc
DOC_0000000284,07/04/2025 02:46,Extracted,PO Invoice,30639,07/12/2025,755043322.0,INR,322.7,1488.77,gonzalez-king,Synthesize bricks-and-clicks content department martin-luna
DOC_0000000285,04/19/2025 20:22,Failed,Non-PO Invoice,32995,06/21/2025,,MYR,462.96,3225.34,parker plc,Engage rich technologies department rivera-martin
DOC_0000000286,06/07/2025 17:05,Failed,PO Invoice,36004,06/11/2025,755043732.0,INR,240.74,295.17,carlson-andrews,Benchmark b2b infrastructures department cervantes inc
DOC_0000000287,05/31/2025 10:03,Partially Extracted,PO Invoice,34501,05/30/2025,,INR,200.59,2415.5,duncan-jones,Incubate b2c e-business department nunez-stevenson
DOC_0000000288,05/23/2025 21:44,Partially Extracted,Non-PO Invoice,36931,06/17/2025,,USD,254.76,2170.46,"valentine, woods and wright","Benchmark integrated metrics department estes, douglas and beasley"
DOC_0000000289,07/09/2025 03:11,Failed,Non-PO Invoice,37302,05/11/2025,755043937.0,INR,6.25,4787.6,barnes llc,Deliver customized paradigms department allison-ali
DOC_0000000290,07/10/2025 01:18,Partially Extracted,PO Invoice,38756,05/30/2025,755043219.0,INR,145.07,3792.52,reilly plc,Matrix web-enabled paradigms department fletcher ltd
DOC_0000000291,06/05/2025 21:26,Failed,PO Invoice,30090,07/04/2025,,EUR,216.79,1882.23,willis-henry,Cultivate b2c interfaces department cortez group
DOC_0000000292,05/09/2025 07:51,Failed,PO Invoice,34793,06/10/2025,755043419.0,INR,313.42,1662.66,"navarro, pittman and benton",Strategize b2c roi department guzman group
DOC_0000000293,06/20/2025 14:25,Failed,Non-PO Invoice,31457,06/24/2025,755043917.0,USD,456.79,4227.0,reed-parker,Synthesize world-class content department black ltd
DOC_0000000294,07/06/2025 16:22,Failed,PO Invoice,37951,05/01/2025,,MYR,481.74,2926.47,"jones, bonilla and johnson",Repurpose efficient solutions department rocha group
DOC_0000000295,05/19/2025 22:00,Failed,PO Invoice,33475,07/14/2025,755043517.0,EUR,149.58,869.7,greene and sons,Enhance cross-platform infrastructures department moore inc
DOC_0000000296,06/24/2025 13:59,Extracted,Non-PO Invoice,30393,07/13/2025,755043846.0,MYR,62.49,3413.24,"jones, turner and brewer","Optimize visionary markets department mitchell, webster and perez"
DOC_0000000297,04/20/2025 15:29,Partially Extracted,PO Invoice,33353,04/27/2025,,INR,6.97,1038.62,rodriguez inc,"Morph next-generation portals department warner, fisher and barnett"
DOC_0000000298,06/17/2025 17:28,Partially Extracted,Non-PO Invoice,33451,06/06/2025,,INR,179.82,4864.07,"long, weber and montgomery",Innovate revolutionary relationships department spencer inc
DOC_0000000299,05/06/2025 15:46,Failed,PO Invoice,32073,06/12/2025,755043862.0,INR,163.66,4744.22,"steele, sanchez and willis",Evolve best-of-breed roi department whitaker-romero
DOC_0000000300,05/30/2025 21:08,Extracted,PO Invoice,33103,06/03/2025,,INR,412.65,1672.34,"edwards, dennis and mcneil","Innovate cross-platform bandwidth department robinson, castro and allen"
DOC_0000000301,06/06/2025 07:19,Failed,Non-PO Invoice,33381,07/15/2025,755043471.0,USD,154.66,633.98,oliver-andrews,Harness vertical vortals department williams inc
DOC_0000000302,04/25/2025 06:56,Partially Extracted,Non-PO Invoice,32862,06/18/2025,,INR,181.21,3793.69,wolf-gutierrez,Architect web-enabled deliverables department sherman-baldwin
DOC_0000000303,06/08/2025 15:44,Extracted,PO Invoice,30270,07/14/2025,,EUR,274.95,1635.19,"mooney, stafford and compton",Unleash synergistic models department santiago-peterson
DOC_0000000304,05/03/2025 12:23,Failed,Non-PO Invoice,35900,06/30/2025,,USD,160.83,3348.52,velasquez-morales,Integrate killer web services department smith-owens
DOC_0000000305,07/14/2025 17:07,Partially Extracted,PO Invoice,33435,07/03/2025,755043260.0,USD,57.76,3085.8,booth group,"Exploit strategic synergies department foster, hoffman and king"
DOC_0000000306,07/14/2025 09:58,Extracted,PO Invoice,32295,06/21/2025,,USD,341.4,395.46,"ortega, acosta and adams",Redefine cross-media markets department ortiz-martinez
DOC_0000000307,07/11/2025 19:29,Partially Extracted,Non-PO Invoice,32066,06/28/2025,,USD,247.74,1848.71,fowler and sons,"E-enable intuitive interfaces department rose, buckley and fox"
DOC_0000000308,05/22/2025 03:07,Extracted,Non-PO Invoice,37169,05/12/2025,,EUR,172.86,2308.5,burton-barrera,Seize 24/365 synergies department giles-moore
DOC_0000000309,04/29/2025 17:56,Extracted,PO Invoice,32136,07/08/2025,755043562.0,INR,77.74,1162.49,ellis-mccullough,Matrix b2c action-items department parks plc
DOC_0000000310,06/04/2025 20:43,Extracted,PO Invoice,35797,07/08/2025,,USD,19.4,473.03,thomas-smith,"Incentivize holistic schemas department orozco, morgan and acosta"
DOC_0000000311,07/03/2025 00:29,Partially Extracted,PO Invoice,36948,04/21/2025,,INR,78.84,3100.74,le-sanders,"Mesh 24/365 schemas department vaughn, waters and rivera"
